recipientsCount,responses,packaging,personality,feedback,timestamp
1,"[{'gender': 'Female', 'knownDuration': '', 'id': 1, 'kidToyTypes': ['Tech/ Games'], 'kidDislikes': ['Electronic Gadgets'], 'occasion': ['Birthday'], 'ageGroup': '3–6', 'gifts': [{'type': 'Toys', 'kidBudget': '3500 – 5500 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Kid'}]",Basket with ribbon,"{'personality': '5', 'experiencePreference': 3, 'handmadePreference': '4', 'budgetFlexibility': '4', 'stylePreference': 3, 'surpriseReaction': '5', 'connectionImportance': '4', 'noteImportance': '4', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': 'Nothing '}",2026-04-08 05:19:47.788000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Anniversary'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Silver', 'quantity': 1, 'jewelryStyle': 'Chokr', 'jewelryPrice': 'More than 5000 PKR'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Maybe', 'suggestion': ''}",2026-04-05 22:32:58.114000+00:00
3,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'shoePrice': '5000–10,000 PKR', 'shoeStyle': 'Peshawari style', 'shoeColor': 'Brown', 'shoeSize': '42'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Thank you gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Handmade & Crafted'], 'dressPieces': 'One-piece', 'dressColors': ['Maroon'], 'dressType': 'Unstitched dress', 'dressPrice': '5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 3, 'occasion': ['Get well soon'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '5', 'experiencePreference': '5', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '5', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-08 12:24:20.142000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Black', 'walletPrice': '10,000–15,000 PKR', 'walletStyle': 'Handbags'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': '5', 'handmadePreference': '4', 'budgetFlexibility': '4', 'stylePreference': 3, 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-14 00:10:36.153000+00:00
1,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '16–20', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Funny & Lighthearted', 'Quirky & Unique'], 'perfumeScent': 'Spicy', 'perfumePrice': '5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Simple box,"{'personality': '4', 'experiencePreference': 3, 'handmadePreference': '4', 'budgetFlexibility': 3, 'stylePreference': '3', 'surpriseReaction': '3', 'connectionImportance': '5', 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '4', 'uniqueGiftValue': '4', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': 'Nothing really everything was very well defined and nothing was overlooked'}",2026-04-08 05:19:21.298000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Wedding/Engagement gift', 'Get well soon'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Funny & Lighthearted'], 'perfumeScent': 'Floral', 'perfumePrice': '5000–7000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '5', 'experiencePreference': '5', 'handmadePreference': '5', 'budgetFlexibility': '2', 'stylePreference': 3, 'surpriseReaction': '4', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '4', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': 'It looks complete. No suggestions '}",2026-01-01 17:48:16.533000+00:00
7,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Funny & Lighthearted'], 'jewelryColor': 'Gold', 'quantity': 3, 'jewelryStyle': 'Bracelet', 'jewelryPrice': '3000–4000 PKR'}, {'type': 'Wallet', 'preferredStyle': ['Funny & Lighthearted'], 'walletColor': 'Camel brown', 'walletEngraving': 'S', 'walletPrice': '6000–8000 PKR', 'walletStyle': 'Card wallets'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Other'], 'ageGroup': '20–25', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Blue', 'walletPrice': '5000–10,000 PKR', 'walletStyle': 'Mini wallets'}, {'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 2, 'flavours': {'Popcorns': 'Butter', 'Cake': 'Chocolate'}, 'foodItems': ['Cake', 'Popcorns'], 'ediblePrice': '1000 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 3, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '7000–10,000 PKR'}, {'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressSize': 'L', 'maleDressStyle': 'Kurta', 'dressColors': ['Red', 'Green'], 'dressType': 'Stitched dress', 'dressPrice': '8000–10,000 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '3–5 year', 'id': 4, 'occasion': ['Thank you gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Makeup Products', 'preferredStyle': ['Funny & Lighthearted'], 'makeupPrice': '4000–5000 PKR', 'makeupItem': 'Eyebrow kit'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '3–5 year', 'id': 5, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Funny & Lighthearted'], 'dressSize': 'M', 'maleDressStyle': 'Waistcoats', 'dressColors': ['White'], 'dressType': 'Stitched dress', 'dressPrice': '5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '1–3 year', 'id': 6, 'occasion': ['Graduation'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Funny & Lighthearted'], 'perfumeScent': 'Spicy', 'perfumePrice': '7000–10,000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '', 'id': 7, 'kidToyTypes': ['Other'], 'kidDislikes': ['Other'], 'occasion': ['Other'], 'ageGroup': 'Less than a year', 'gifts': [{'type': 'Toys', 'kidBudget': '3500 – 5500 PKR'}], 'relationship': 'Other', 'ageType': 'Kid'}]",Basket with ribbon,"{'personality': '5', 'experiencePreference': '5', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '5', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Maybe', 'suggestion': ''}",2025-12-28 12:56:32.057000+00:00
5,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Thank you gift'], 'ageGroup': '16–20', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '5000 PKR'}, {'type': 'Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Black', 'walletPrice': '3000–5000 PKR', 'walletStyle': 'Card wallets'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Funny & Lighthearted'], 'jewelryColor': 'Silver', 'quantity': 1, 'jewelryStyle': 'Pendant', 'jewelryPrice': '1000–2000 PKR'}, {'type': 'Makeup Products', 'preferredStyle': ['Funny & Lighthearted'], 'makeupPrice': '1000–3000 PKR', 'makeupItem': 'Face Mask (skincare)'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': 'Less than a year', 'id': 3, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 1, 'flavours': {'Chocolates': 'Hazelnut'}, 'foodItems': ['Chocolates'], 'ediblePrice': '1000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '3–5 year', 'id': 4, 'occasion': ['Anniversary'], 'ageGroup': '25–35', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressSize': 'L', 'maleDressStyle': 'Kurta', 'dressColors': ['Maroon', 'White'], 'dressType': 'Stitched dress', 'dressPrice': '5000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '', 'id': 5, 'kidToyTypes': ['Arts & Crafts', 'Outdoor/ Sports'], 'kidDislikes': ['Labubu Dolls'], 'occasion': ['Birthday'], 'ageGroup': '3–6', 'gifts': [{'type': 'Toys', 'kidBudget': '3500 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Kid'}]",Basket with net,"{'personality': '2', 'experiencePreference': '2', 'handmadePreference': '4', 'budgetFlexibility': 3, 'stylePreference': '3', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': '5', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-01 11:19:38.737000+00:00
1,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Anniversary'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '7000–10,000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Basket with net,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:13:40.560000+00:00
5,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Anniversary', 'Wedding/Engagement gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressSize': 'L', 'maleDressStyle': 'Shalwar kameez', 'dressColors': ['Blue'], 'dressType': 'Stitched dress', 'dressPrice': '5000–8000 PKR'}, {'type': 'Wallet', 'preferredStyle': ['Handmade & Crafted'], 'walletColor': 'Camel brown', 'walletEngraving': 'Ahmar Jannat', 'walletPrice': '5000–6000 PKR', 'walletStyle': 'Bifold wallets'}, {'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 4, 'flavours': {'Popcorns': 'Spicy', 'Snacks': 'Barbecue', 'Chocolates': 'White Chocolate'}, 'foodItems': ['Chocolates', 'Snacks', 'Popcorns', 'Cola cans'], 'ediblePrice': '4000–5000 PKR'}, {'type': 'Shoes', 'preferredStyle': ['Quirky & Unique'], 'shoePrice': '10,000–15,000 PKR', 'shoeStyle': 'Peshawari style', 'shoeColor': 'Brown', 'shoeSize': '43'}, {'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '5000–7000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Birthday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'shoePrice': '20,000–25,000 PKR', 'shoeStyle': 'Sandals', 'shoeColor': 'Black', 'shoeSize': '44'}], 'relationship': 'Spouse', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 3, 'occasion': ['Thank you gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Wallet', 'preferredStyle': ['Handmade & Crafted'], 'walletColor': 'Black', 'walletEngraving': 'Thanks dear', 'walletPrice': '3000–5000 PKR', 'walletStyle': 'Card wallets'}], 'relationship': 'Spouse', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 4, 'occasion': ['Get well soon'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Handmade & Crafted'], 'walletColor': 'Blue', 'walletEngraving': 'Love you Ami jan', 'walletPrice': '10,000–15,000 PKR', 'walletStyle': 'Clutch'}, {'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressPieces': 'Three-piece', 'dressColors': ['Purple'], 'dressType': 'Unstitched dress', 'dressPrice': '10,000–15,000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 5, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Funny & Lighthearted'], 'femaleDressStyle': 'Gown', 'dressSize': 'S', 'dressColors': ['Black'], 'dressType': 'Stitched dress', 'dressPrice': '5000–8000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Basket with net,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '4', 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-14 14:51:09.888000+00:00
1,"[{'gender': 'Female', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Get well soon'], 'ageGroup': '16–20', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Funny & Lighthearted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Pendant', 'jewelryPrice': 'More than 5000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:19:51.559000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Get well soon'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Handmade & Crafted'], 'edibleQuantity': 1, 'flavours': {'Chocolates': 'Milk Chocolate'}, 'foodItems': ['Chocolates'], 'ediblePrice': '6000–7000 PKR'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-04 20:47:41.948000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted'], 'jewelryColor': 'Silver', 'quantity': 1, 'jewelryStyle': 'Earrings', 'jewelryPrice': '4000–5000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Quirky & Unique'], 'perfumeScent': 'Sweet', 'perfumePrice': '5000–7000 PKR'}, {'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'femaleDressStyle': 'Shirt', 'dressSize': 'L', 'dressColors': ['Black', 'Maroon', 'Purple'], 'dressType': 'Stitched dress', 'dressPrice': '5000–8000 PKR'}, {'type': 'Bag/Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Blue', 'walletPrice': '5000–10,000 PKR', 'walletStyle': 'Handbags'}, {'type': 'Edible Stuff', 'preferredStyle': ['Funny & Lighthearted'], 'edibleQuantity': 1, 'flavours': {'Chocolates': 'Dark Chocolate'}, 'foodItems': ['Chocolates'], 'ediblePrice': '1000–2000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with net,"{'personality': '4', 'experiencePreference': '5', 'handmadePreference': '4', 'budgetFlexibility': '5', 'stylePreference': '4', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-08 14:09:18.605000+00:00
1,"[{'gender': 'Female', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Graduation', 'Birthday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Handmade & Crafted'], 'walletColor': 'Red', 'walletPrice': '10,000–15,000 PKR', 'walletStyle': 'Handbags'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '1', 'experiencePreference': '5', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '5', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2025-12-24 13:18:07.086000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday', 'Wedding/Engagement gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted', 'Quirky & Unique'], 'perfumeScent': 'Sweet', 'perfumePrice': '5000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Basket with net,"{'personality': '3', 'experiencePreference': '5', 'handmadePreference': '4', 'budgetFlexibility': 3, 'stylePreference': '5', 'surpriseReaction': 3, 'connectionImportance': '4', 'noteImportance': '5', 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': 3, 'uniqueGiftValue': '5', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-01 11:53:34.644000+00:00
1,"[{'gender': 'Female', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Other'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '7000–10,000 PKR'}, {'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressSize': 'M', 'femaleDressStyle': 'Shirt', 'dressColors': ['Red'], 'dressType': 'Stitched dress', 'dressPrice': '5000 PKR'}, {'type': 'Jewellery', 'preferredStyle': ['Funny & Lighthearted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Pendant', 'jewelryPrice': '4000–5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': 3, 'experiencePreference': '3', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '2', 'surpriseReaction': 3, 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '3', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '5', 'uniqueGiftValue': 3, 'practicalOverSentimental': '3'}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-04 17:56:19.772000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '5000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '5', 'experiencePreference': '2', 'handmadePreference': '5', 'budgetFlexibility': 3, 'stylePreference': '5', 'surpriseReaction': '4', 'connectionImportance': '4', 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '4', 'uniqueGiftValue': '4', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-08 16:18:27.309000+00:00
1,"[{'gender': 'Female', 'knownDuration': '', 'id': 1, 'kidToyTypes': ['Building Toys (e.g. LEGO)'], 'kidDislikes': ['Animated Cartoons'], 'occasion': ['Thank you gift'], 'ageGroup': '9–12', 'gifts': [{'type': 'Toys', 'kidBudget': '5500 – 7500 PKR'}, {'type': 'Edible Stuff', 'edibleQuantity': 2, 'flavours': {'Snacks': 'Spicy Chili'}, 'foodItems': ['Snacks', 'Cola cans'], 'ediblePrice': '1000–2000 PKR'}, {'type': 'Edible Stuff', 'edibleQuantity': 3, 'flavours': {'Popcorns': 'Caramel', 'Snacks': 'Barbecue', 'Cake': 'Vanilla'}, 'foodItems': ['Popcorns', 'Snacks', 'Cake'], 'ediblePrice': '3000–4000 PKR'}, {'type': 'Accessories', 'quantity': 1, 'jewelryStyle': 'Bracelets', 'jewelryColors': 'Green', 'jewelryPrice': 'More than 5000 PKR'}, {'type': 'Toys', 'kidBudget': '3500 – 5500 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Kid'}]",Acrylic box,"{'personality': '2', 'experiencePreference': '5', 'handmadePreference': '4', 'budgetFlexibility': '2', 'stylePreference': '5', 'surpriseReaction': '2', 'connectionImportance': '2', 'noteImportance': '2', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '2', 'relationshipCloseness': '1', 'uniqueGiftValue': '1', 'practicalOverSentimental': '1'}","{'helpful': 'Maybe', 'suggestion': ''}",2026-03-02 15:41:04.296000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '16–20', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Handmade & Crafted', 'Quirky & Unique', 'Funny & Lighthearted'], 'edibleQuantity': 1, 'flavours': {'Brownie': 'Red Velvet Brownie'}, 'foodItems': ['Brownie'], 'ediblePrice': '3000–4000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'No', 'suggestion': ''}",2026-03-14 01:22:50.511000+00:00
